R177,1501
4F-35-BK,1500
WIL900,1499
Va17,1498
PHV78,1497
PHV63,1496
PHN34,1495
PHG35,1494
PHEG9,1493
Pa91,1492
NC412,1491
NC368,1490
NC290A,1489
NC250,1488
N209,1487
N200,1486
Mo5,1485
M14,1484
LH65,1483
LH211,1482
K55,1481
K47,1480
J47,1479
INBRED-109,1478
IDS69,1477
HUOBAI,1476
H96,1475
H122w,1474
H113,1473
F118,1472
DE811,1471
B79,1470
B77,1469
B68,1468
B57,1467
B2,1466
B104,1465
A619,1464
4F-234-BX-4,1463
33-16,1462
WIL901,1461
B105,1460
Yu796-NS,1459
YE-4,1458
WXB6,1457
W820G,1456
W819G,1455
W817G,1454
W815G,1453
W809G,1452
W803G,1451
W610S,1450
W32,1449
VaW6,1448
Va59,1447
Va35,1446
Va22,1445
Va102,1444
R71,1443
R229,1442
R227,1441
R226,1440
PHW65,1439
PHW53,1438
PHR62,1437
PHR58,1436
PHR03,1435
PHP85,1434
PHK29,1433
PHJ33,1432
Pa880,1431
Pa762,1430
Os426,1429
NY6371,1428
NC342,1427
NC326,1426
NC294,1425
N7A,1424
N28,1423
N218,1422
N217,1421
MS24A,1420
Mo1W,1419
MBPM,1418
LH216,1417
LH205,1416
LH194,1415
LH192,1414
LH191,1413
K41,1412
INBRED-305,1411
INBRED-141,1410
IDS91,1409
IDS28,1408
HP301,1407
H84,1406
H110,1405
FR19,1404
F2834T,1403
E8501,1402
DE3,1401
DE2,1400
B98,1399
B97,1398
B84,1397
B66,1396
B65,1395
B47,1394
B46,1393
B14,1392
B110,1391
B108,1390
AusTRCF-306238,1389
A,1388
87916W,1387
6M502A,1386
6M502,1385
YING-55,1384
WU-TAN-TZAO,1383
WIL903,1382
Wf9,1381
W813G,1380
W812G,1379
W810G,1378
W606S,1377
W24,1376
W23,1375
W22,1374
Va26,1373
Tr,1372
R78,1371
PHZ51,1370
PHWG5,1369
PHW79,1368
PHW43,1367
PHT55,1366
PHT47,1365
PHT22,1364
PHT10,1363
PHR55,1362
PHR31,1361
PHPR5,1360
PHN46,1359
PHK93,1358
PHK56,1357
PHJ70,1356
PHBB3,1355
Pa778,1354
Oh7,1353
OC19,1352
NY-166,1351
NKS8326,1350
NK740,1349
NC328,1348
N542,1347
N534,1346
N527,1345
N523,1344
N501,1343
N28Ht,1342
N215,1341
N211,1340
MS67,1339
MS221,1338
Mo46,1337
MM501D,1336
MBWZ,1335
MBST,1334
LH60,1333
LH59,1332
LH224,1331
LH215,1330
LH214,1329
LH213,1328
LH208,1327
LH195,1326
LH193,1325
LH190,1324
LH181,1323
LH128,1322
LH1,1321
L-289,1320
KUNG-70,1319
K150,1318
J8606,1317
INBRED-321,1316
INBRED-309,1315
INB-101LFY,1314
Il778d,1313
Hy,1312
HUANYAO,1311
H95,1310
H91,1309
H71,1308
H5,1307
H121,1306
H114,1305
H105W,1304
CQ702RC,1303
CO258,1302
CO257,1301
CH701-30,1300
CG102,1299
B88,1298
B75,1297
B70,1296
B37,1295
B164,1294
B14A,1293
B121,1292
B120,1291
B119,1290
B111,1289
B109,1288
A797NW,1287
A321,1286
78551S,1285
4N506,1284
2MCDB,1283
W814G,1282
DK78371A,1281
ZS365,1280
YONG-28,1279
W821G,1278
W811G,1277
W611S,1276
W607S,1275
W37A,1274
TZU-CHIAO-HSI-WU-105,1273
SG-30A,1272
Seagull-Seventeen,1271
S8326,1270
R168,1269
PHW52,1268
PHR47,1267
PHN29,1266
PHM10,1265
PHK35,1264
PHHH9,1263
PHG83,1262
Pa875,1261
NS701,1260
ND259,1259
LP1-NR-HT,1258
LH227,1257
LH204,1256
LH199,1255
LH197,1254
LH185,1253
B73,1252
PH207,1251
Va99,1250
Va52,1249
SD40,1248
SD107,1247
R181B,1246
R113,1245
PHR36,1244
PHK76,1243
PHG86,1242
PHG80,1241
PHB09,1240
Pa392,1239
Os420,1238
OH33,1237
NC310,1236
N6,1235
N201,1234
MS226,1233
MS211,1232
MS132,1231
Mo47,1230
Mo17,1229
LH93,1228
LH74,1227
LH127,1226
ICI-986,1225
ICI-893,1224
ICI-740,1223
H42,1222
DKIB014,1221
DK78010,1220
DE4,1219
C103,1218
B115,1217
B114,1216
B107,1215
B-28,1214
AS6103,1213
A663,1212
A659,1211
A648,1210
A635,1209
A632,1208
A627,1207
A401,1206
A272,1205
A239,1204
6F629,1203
2MA22,1202
2FADB,1201
78010,1200
4226,1199
2369,1198
792,1197
DJ7,1196
W8304,1195
W612S,1194
W605S,1193
W604S,1192
W602S,1191
